Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2012-07-12,228.3,228.3,222,223.34,540
2012-07-13,225.91,228,225.8,227.09,172
2012-07-16,233,233,226.51,226.51,111
2012-07-17,228.6,228.6,226.53,226.85,4748
2012-07-18,227,227,225.95,226.65,103
2012-07-19,225,228.02,225,228.02,66
2012-07-20,227.5,227.5,226.52,226.52,361
2012-07-23,225,225,217.7,217.93,4917
2012-07-24,217.95,218.76,216.78,217.8,515
2012-07-25,218,221.64,218,221.64,69
2012-07-26,219.75,222.68,219.3,222.68,213
2012-07-27,224.11,225.02,222.26,225.02,272
2012-07-30,225.36,227.84,224.4,227.84,10169
2012-07-31,227.64,228,226.74,226.74,65
2012-08-01,226.8,227,225.9,227,101
2012-08-02,225.55,228.5,225.07,225.17,94
2012-08-03,226.9,231.7,226.79,231.7,6027
2012-08-06,231.6,234.51,231.45,233.95,18571
2012-08-07,232.93,235.55,232.93,235,426
2012-08-08,232.62,234.53,232.62,234.33,68
2012-08-09,235.82,241.14,235.16,241.14,5743
2012-08-10,238.65,240.41,238,238.83,747
2012-08-13,239,241.5,239,239.15,380
2012-08-14,240.23,241.22,239.56,240.07,317
2012-08-16,241,242.9,241,242.04,302
2012-08-17,242.7,242.7,238.9,238.9,262
2012-08-20,238.9,238.9,236.88,238.9,407
2012-08-21,239.5,241.7,239.5,241,101
2012-08-22,242.99,242.99,237,237,399
2012-08-23,238,238.41,236.18,236.9,243
2012-08-24,235.89,238.2,235.87,238.14,353
2012-08-27,238.19,239.14,236.7,236.7,1173
2012-08-28,237.89,238,236.7,236.7,137
2012-08-29,236.7,237.5,235.81,236.5,203
2012-08-30,236,236,233.1,233.5,30160
2012-08-31,233,238.45,233,238.45,310
2012-09-03,237.2,239.25,237.2,238,19045
2012-09-04,238.71,238.79,237,237,190
2012-09-05,240,240,237,237,355
2012-09-06,239,240.01,237.48,240.01,504
2012-09-07,242.38,244.35,242,244,7449
2012-09-10,244,246.7,244,245.7,2886
2012-09-11,244.5,246.5,244.5,246.5,378
2012-09-12,246,249.17,246,247,11664
2012-09-13,247,247,246,246.37,431
2012-09-14,250.84,255.07,250.84,254.6,13847
2012-09-17,258,258,252.32,252.32,1548
2012-09-18,251.3,252,251.03,252,2648
2012-09-19,254.92,255.24,252.87,253.78,250
2012-09-20,252.2,252.2,251,251.9,184
2012-09-21,250.2,252.2,250.1,250.4,1138
2012-09-24,250,250,247.77,249.2,201
2012-09-25,248.72,251.4,248.72,251,307
2012-09-26,249,249,247,247.25,220
2012-09-27,248.18,248.5,247.5,248.4,3552
2012-09-28,250.38,250.38,248,248.4,202
2012-10-01,250,252.2,248.4,251.5,13407
2012-10-02,252.49,253.99,252,252,264
2012-10-03,252.31,252.64,250.1,250.1,140
2012-10-04,252.93,252.93,248.83,250.3,176
2012-10-05,250.64,252.5,250.64,252.5,66
2012-10-08,254.4,254.4,251.09,251.83,1996
2012-10-09,253.33,253.33,249.63,250,87
2012-10-10,250,250.73,248.4,250,301
2012-10-11,249.6,252.09,249.6,252.09,60
2012-10-12,250.15,251.06,249.5,249.5,148
2012-10-15,249.78,249.78,249,249.4,131
2012-10-16,250.13,252.7,250.13,252.29,46
2012-10-17,250.92,251.14,249.82,251.14,462
2012-10-18,252,252.18,250.5,252,124
2012-10-19,251.56,251.56,248.3,248.3,201
2012-10-22,248.73,248.73,245.98,246.93,290
2012-10-23,247.32,247.32,241.9,241.9,2773
2012-10-24,241.85,244.13,241.38,244.13,555
2012-10-25,244.23,245.2,242.82,244.46,84
2012-10-26,242.38,243.6,241.5,243.6,264
2012-10-29,243.96,243.96,243.5,243.5,206
2012-10-30,243.5,244.8,243.5,243.71,3139
2012-10-31,245,246.8,244.6,244.6,5120
2012-11-02,247.2,247.2,244.5,245.27,1394
2012-11-05,254,254,245.2,246.96,194
2012-11-06,247,247,245.3,246.85,556
2012-11-07,247,247,245,245.3,3328
2012-11-08,251,251,244.9,244.9,59
2012-11-09,244.8,244.95,243,243,93
2012-11-12,243.57,246.3,243.57,246,122
2012-11-13,245,246.5,244.35,246.5,62
2012-11-14,260,260,247,249.33,227
2012-11-15,248.8,251,247.28,249,203
2012-11-16,249.03,250,248.38,249.5,189
2012-11-19,251.57,252.2,251.57,252,866
2012-11-20,253,253.2,251.5,252,384
2012-11-21,251,252.43,251,251,379
2012-11-22,251,251,250.3,250.3,47
2012-11-23,251.66,251.66,249.75,250.95,861
2012-11-26,249.6,253.1,249.6,251.81,312
2012-11-27,254.9,255.34,253.01,253.15,394
